1.372577,1.156386,-0.3825122,-1.045705,-0.4750243,-0.6003403,0.3068882,0.6244571,-0.7654943,-1.772447,0.9811021,0.5937115,0.4686224,-3.390762,0.0280632,-0.2010049,0.360859,-1.264133,-0.8665802,-0.8578768,-0.4752026,0.7800649,0.5394166,-0.6642301,-0.7668558,-1.741329,0.0165462,-0.5429497,0.7906969,0.020611
-1.433452,-0.2106159,1.163549,1.304765,-0.9285737,0.9918314,-0.1345462,0.5286548,0.7262723,-0.7007131,0.0552917,-0.6094652,0.020611,-1.033274,-0.5784441,0.0743079,-2.026742,0.1949271,-0.5368881,-0.0016699,-1.840356,-0.8813128,-0.9537601,-0.3830956,-1.05295,0.0130488,0.7385738,-0.8785738,0.245316,0.4507456
0.5481524,0.0579514,0.5652188,1.027034,1.57517,1.446953,-1.419854,-0.246483,0.3061264,0.7493355,0.5002593,-0.4936143,0.4507456,-0.1639546,-0.2336305,0.7840194,0.652577,0.1205073,-1.089368,-0.5449433,-0.3904052,0.5964991,-0.5091896,-0.8018152,-0.2941167,-0.3300324,1.816694,0.5887358,-0.3521718,-0.1409416
0.8455915,-0.7947001,0.2055267,-0.7346839,-1.088768,0.5787196,2.056078,0.0028987,0.5968395,-0.354376,-0.6448298,-0.1770664,-0.1409416,-1.511102,-0.8784927,-2.23987,0.8755592,-0.006376,-0.9444084,0.1994652,0.2209076,-0.6349595,-0.2511832,0.2437439,0.9963208,-0.9585251,0.0235511,-1.312966,-0.1917342,-1.793679
0.1903241,1.114441,-1.349757,0.2448298,0.1003874,-1.4759,-0.0258541,2.803566,1.639384,1.293841,1.600648,-1.070665,-1.793679,0.4218639,0.8531767,0.7906969,-0.0893955,0.7698541,0.4044408,-0.3160616,0.5383144,-1.586256,-1.399822,-1.39611,-0.3983468,2.162399,-1.495527,-1.209562,1.197018,1.969692
-0.3274392,0.5062885,0.2218152,0.9183144,1.247796,0.7967261,-0.2280551,1.10141,0.6654457,-0.9083306,0.9219611,1.628849,1.969692,-0.8323824,0.0165462,0.245316,-0.3097569,0.6015235,-1.100292,0.9715559,-0.6262237,0.2447001,0.740389,-0.3855592,-0.5526094,-0.4776337,0.0736337,1.184668,-1.788006,-0.043624
-0.1440421,0.49141,-0.2811993,0.9716855,-0.5766613,-0.5535494,-0.3284441,-0.8603889,-0.3359481,2.550243,2.218963,-0.6816856,-0.043624,1.576434,0.7385738,-0.3521718,-0.1291118,-0.0562366,-0.7337115,0.9354457,-0.5429497,-1.162528,-0.6164181,-0.5130956,0.3353647,0.2615721,-0.7010049,1.011151,-0.4426904,-0.518282
-0.1158395,0.748833,0.9196435,1.72188,0.0589222,-0.2895786,1.039546,-0.3605672,-0.6806321,-0.4803241,-0.1660778,0.0582917,-0.518282,-0.3613777,1.816694,-0.1917342,-0.8955106,-0.5801945,-0.866872,-0.0482609,-0.8785738,0.9173744,0.2272609,0.9760292,-0.7280875,0.3139222,0.5906969,-1.506045,-1.075105,-1.037391
-1.145381,1.312674,0.0081676,-0.3824635,0.4495948,1.574068,0.9564019,0.3768558,0.3664181,2.343274,-1.016434,2.237439,-1.037391,-2.119935,0.0235511,1.197018,1.204263,2.470827,0.6569692,0.1660616,0.5887358,-0.595154,-0.0374506,0.2807293,-0.941021,-1.484101,-0.0288525,0.1282318,-0.8442301,-1.815073
-0.266094,0.068872,0.2088007,-0.8525445,1.002674,0.1787034,0.6874878,-0.6319287,-0.5815559,-0.0788671,0.7363047,0.8007618,-1.815073,0.7255105,-1.495527,-1.788006,1.206305,-0.7865964,1.100292,0.6358347,-1.312966,-1.33577,0.1230713,-0.5615235,0.6392869,0.1099984,-1.74846,0.1216872,-0.1388833,-0.3887358
