0.0000000,0.0000000,0.0000000
0.1351400,-0.0953820,0.1258600
-0.1303000,0.0052064,0.1201800
0.0806730,0.0734930,0.1857100
0.2309500,-0.2926300,-0.1586900
0.1273000,-0.6589700,-0.0069531
0.3959400,-1.1707000,0.3547200
-0.0173540,-1.3983999,0.2853000
0.4312200,-1.7072001,0.1117500
0.6081900,-1.5099000,0.3249900
0.5825100,-1.4130000,0.6399000
0.6302400,-2.0297000,0.4038000
0.8069300,-1.9620000,0.4753600
0.6648200,-2.1032000,0.5978500
0.5524300,-1.6361001,0.9913000
0.9176700,-1.4974000,1.0359000
1.1113000,-2.0223999,1.4420000
1.2602000,-1.9645000,1.4821000
1.4233000,-1.9716001,1.2142000
1.6101000,-2.2328000,1.5520000
1.2027000,-2.0223999,1.3584000
0.9651200,-2.0590000,1.6486000
0.4727900,-1.9843000,1.9099000
-0.1274300,-1.8944000,1.5516000
-0.2854000,-1.7237999,0.9830200
-0.5862600,-1.4797000,0.9696000
-0.5603300,-1.5377001,0.9479700
-0.6042500,-1.3887000,0.8929600
-0.6484200,-1.5142000,0.9704700
-0.1872700,-1.5885000,1.1785001
-0.3381200,-1.5620000,1.2138000
-0.3602000,-1.4441000,1.0623000
0.3595100,-1.0359000,1.4457999
0.5763600,-1.0118001,1.3933001
0.5038900,-0.3245800,1.5197999
0.3852000,-0.2849100,1.7937000
0.0690870,-0.3818600,2.4291000
-0.3099100,-0.4930800,2.3827000
-0.3579300,-0.3980200,2.2010000
-0.3338600,-0.2428000,2.5144999
-0.2525900,0.0900530,2.5702000
-0.0415520,-0.0369280,2.5753000
0.1067100,-0.2881000,2.3361001
0.0311260,-0.1062900,2.0009999
-0.2750200,-0.0125670,1.7076000
-0.1003500,-0.1215700,1.7622000
0.2288900,0.4725400,1.7769001
0.3274700,0.7166300,1.4743000
0.3382500,0.6231500,1.3184000
0.0888960,0.6670100,1.5905000
-0.3020100,0.8365200,1.4842000
0.1305600,0.7757400,1.4407001
0.8245200,0.9803200,1.5030000
1.1660000,0.9140100,1.3552001
0.6809500,1.0247000,1.5400000
1.0617000,1.4102000,1.6267999
1.1504000,1.3072000,1.1050000
1.0850000,1.3430001,1.4374000
0.9261400,0.8372600,1.3426000
0.8741000,0.5789700,1.1963000
0.8440100,-0.1043700,1.1432000
1.1569000,-0.0678740,1.1162000
0.7857300,0.1024000,1.0247999
0.3761200,0.4556600,0.5336100
0.2284200,0.0790580,0.5893000
0.5737500,0.2732000,0.7982600
0.9592100,0.3958600,0.9139800
0.5263800,-0.2384000,1.2483000
0.4984100,0.1931100,1.3936000
0.7708900,0.3007300,1.5062000
1.0298001,0.2961100,1.8250000
1.2184000,0.2581500,2.0653999
0.6732500,0.3673900,2.1025000
0.6592400,0.6716500,2.1082001
0.4899200,0.4564700,2.0529001
0.4224700,0.6120100,2.1157000
0.0960370,0.6824900,2.0820999
0.4765000,0.4049100,1.9734000
0.2769400,0.6506400,2.1575000
-0.1696700,0.7216000,1.6953000
0.0396270,0.7564600,1.9267000
0.0343570,0.8090100,1.5581000
-0.0137210,0.9478900,1.0475000
0.0179370,1.0147001,0.9000400
0.0797170,0.9092000,0.8227400
-0.1707800,1.0832000,0.8180100
0.0783960,0.9685500,1.1493000
0.1839800,0.8391600,1.2783999
0.9696600,1.3365000,0.8844400
1.1985000,0.9496200,0.8978900
1.7048000,1.0403000,0.6399100
1.8938000,1.4990000,0.4410500
1.9643000,1.2717000,0.1991300
1.6390001,1.2902000,0.3052200
2.0840001,0.6390000,0.1480600
1.9983000,1.0901000,0.4668400
1.7681000,1.4045000,0.6281100
2.0208001,1.6007000,0.4869300
2.1628001,1.6224000,0.7027100
2.0908000,1.8259000,1.2217000
2.0000999,1.7193000,1.7770000
2.4670999,1.9699000,1.7289000
2.2367001,1.7980000,1.9294000
2.2816000,1.6388000,1.6444000
2.7795000,1.4586999,1.5523000
2.5253999,1.2233000,2.0455000
2.8496001,1.0592999,2.1061001
2.7269001,0.8119300,2.1540999
3.0088000,0.9041500,2.3215001
3.2757001,1.1504000,2.3074000
3.1357999,1.5914000,2.0943000
3.4777000,2.0002999,2.2123001
3.3882999,1.7279000,1.9475000
3.3745000,1.1791000,1.9086000
3.4554000,1.1223000,2.0457001
3.5959001,0.9682500,1.9603000
3.8450000,0.9270700,1.6365000
4.1223998,0.4266000,1.5660000
4.4303999,0.5032100,1.3779000
4.1482000,0.1070400,1.5645000
3.8283000,-0.0930610,1.7517000
3.9482000,-0.0212140,1.7884001
3.8024001,-0.4107900,2.2033000
